Entity Name,Entity ID,Entity Type,Research Destination Test,Independent Knowledge Test,Relationship Convergence,Long-Term Significance,Better Parent Assessment,Entity Worthiness Score,Recommended Knowledge Role,Supporting Evidence,Justification,Final Recommendation,Human Decision
Need to Know Episode #41 — A Huge Step Forward,2023-need-to-know-episode-41,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #41 — A Huge Step Forward scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #42 — UAP: What's Next?,2023-need-to-know-episode-42,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #42 — UAP: What's Next? scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #43 — UFO Pushback,2023-need-to-know-episode-43,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #43 — UFO Pushback scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #44 — UFO Word Games,2023-need-to-know-episode-44,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #44 — UFO Word Games scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #45 — Same Old UFO Song,2023-need-to-know-episode-45,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #45 — Same Old UFO Song scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #46 — JFK and UFOs?,2023-need-to-know-episode-46,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #46 — JFK and UFOs? scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #47 — UFO Gatekeepers Strike Back,2023-need-to-know-episode-47,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #47 — UFO Gatekeepers Strike Back scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #48 — Is This the Year?,2024-need-to-know-episode-48,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #48 — Is This the Year? scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
"Need to Know Episode #49 — Adios, Voldemort",2024-need-to-know-episode-49,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 8 outbound; 12 related entities; 2 references,"Need to Know Episode #49 — Adios, Voldemort scores 64/100. 12 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.",Human review required,pending
Need to Know Episode #5 — Roswell and Beyond,2022-need-to-know-episode-5,podcast_episode,pass,pass,pass,borderline,yes,66,Supporting Entity,5 inbound; 8 outbound; 13 related entities; 2 references,Need to Know Episode #5 — Roswell and Beyond scores 66/100. 13 meaningful neighboring entities and 6 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #50 — More UFO Lies & Coverup,2024-need-to-know-episode-50,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #50 — More UFO Lies & Coverup scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #51 — UAP Burnout,2024-need-to-know-episode-51,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #51 — UAP Burnout scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #52 — Swagger and Secrets,2024-need-to-know-episode-52,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #52 — Swagger and Secrets scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #53 — Zero Doubt,2024-need-to-know-episode-53,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #53 — Zero Doubt scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #54 — History Repeats,2024-need-to-know-episode-54,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #54 — History Repeats scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #55 — Imminent,2024-need-to-know-episode-55,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #55 — Imminent scores 63/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #56 — Elizondo Unplugged,2024-need-to-know-episode-56,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #56 — Elizondo Unplugged scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #57 — Dolan's New USO Shockers,2024-need-to-know-episode-57,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 8 outbound; 12 related entities; 2 references,Need to Know Episode #57 — Dolan's New USO Shockers scores 64/100. 12 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #58 — The Disclosure President?,2024-need-to-know-episode-58,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #58 — The Disclosure President? scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #59 — Jingle Drones,2024-need-to-know-episode-59,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #59 — Jingle Drones scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #6 — Take Me to Your Leader,2022-need-to-know-episode-6,podcast_episode,pass,pass,pass,borderline,yes,65,Supporting Entity,5 inbound; 7 outbound; 12 related entities; 2 references,Need to Know Episode #6 — Take Me to Your Leader scores 65/100. 12 meaningful neighboring entities and 6 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #60 — Age of Disclosure?,2025-need-to-know-episode-60,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #60 — Age of Disclosure? scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #61 — Gimme Some Truth,2025-need-to-know-episode-61,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #61 — Gimme Some Truth scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #62 — Watch the Skies,2025-need-to-know-episode-62,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #62 — Watch the Skies scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #63 — Immaculate Revelations,2025-need-to-know-episode-63,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #63 — Immaculate Revelations scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #64 — Live From CITD,2025-need-to-know-episode-64,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #64 — Live From CITD scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #65 — Ross Coulthart's Final Show — Whose Tech Is It?,2025-need-to-know-episode-65,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #65 — Ross Coulthart's Final Show — Whose Tech Is It? scores 64/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #66 — Richard Dolan Joins the Show — Changes,2025-need-to-know-episode-66,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #66 — Richard Dolan Joins the Show — Changes scores 64/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #67 — What You Need to Know Now,2025-need-to-know-episode-67,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #67 — What You Need to Know Now scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #68 — Beyond The Sea,2025-need-to-know-episode-68,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #68 — Beyond The Sea scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #69 — Age of Disclosure?,2025-need-to-know-episode-69,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #69 — Age of Disclosure? scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #7 — Air Force Versus Navy,2022-need-to-know-episode-7,podcast_episode,pass,pass,pass,borderline,yes,66,Supporting Entity,5 inbound; 9 outbound; 14 related entities; 2 references,Need to Know Episode #7 — Air Force Versus Navy scores 66/100. 14 meaningful neighboring entities and 6 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #70 — Turn the Page,2026-need-to-know-episode-70,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #70 — Turn the Page scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #71 — Crash,2026-need-to-know-episode-71,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #71 — Crash scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #72 — UFO Hail Mary,2026-need-to-know-episode-72,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #72 — UFO Hail Mary scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #73 — UFO Disclosure Plot Twist,2026-need-to-know-episode-73,podcast_episode,borderline,pass,pass,borderline,yes,63,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #73 — UFO Disclosure Plot Twist scores 63/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #74 — The Day After Disclosure Day,2026-need-to-know-episode-74,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 7 outbound; 11 related entities; 2 references,Need to Know Episode #74 — The Day After Disclosure Day scores 64/100. 11 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #75 — Is the Tic Tac Really Lockheed Martin Technology?,2026-need-to-know-episode-75,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,4 inbound; 6 outbound; 10 related entities; 2 references,Need to Know Episode #75 — Is the Tic Tac Really Lockheed Martin Technology? scores 64/100. 10 meaningful neighboring entities and 5 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #8 — In Plain Sight,2022-need-to-know-episode-8,podcast_episode,borderline,pass,pass,borderline,yes,64,Supporting Entity,5 inbound; 8 outbound; 12 related entities; 2 references,Need to Know Episode #8 — In Plain Sight scores 64/100. 12 meaningful neighboring entities and 6 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Need to Know Episode #9 — Classic UFO Investigators,2022-need-to-know-episode-9,podcast_episode,pass,pass,pass,borderline,yes,65,Supporting Entity,5 inbound; 8 outbound; 13 related entities; 2 references,Need to Know Episode #9 — Classic UFO Investigators scores 65/100. 13 meaningful neighboring entities and 6 relationship types converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know.,Human review required,pending
Somewhere in the Skies Episode #1 — Richard Dolan: Media Bias in UFO Coverage,2017-somewhere-in-the-skies-episode-1,podcast_episode,fail,pass,fail,fail,yes,43,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #1 — Richard Dolan: Media Bias in UFO Coverage scores 43/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #10 — Mark O'Connell: The Close Encounters Man,2017-somewhere-in-the-skies-episode-10,podcast_episode,fail,pass,fail,fail,yes,44,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #10 — Mark O'Connell: The Close Encounters Man scores 44/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
"Somewhere in the Skies Episode #11 — Erica Lukes: Dugway, Skinwalker Ranch, and UFOs over Utah",2017-somewhere-in-the-skies-episode-11,podcast_episode,borderline,pass,fail,fail,yes,45,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,"Somewhere in the Skies Episode #11 — Erica Lukes: Dugway, Skinwalker Ranch, and UFOs over Utah scores 45/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.",Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #12 — Simon Sharman: Cosmic Whistleblowers,2017-somewhere-in-the-skies-episode-12,podcast_episode,fail,pass,fail,fail,yes,38,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #12 — Simon Sharman: Cosmic Whistleblowers scores 38/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #13 — Mike Damante: Punk Rock and UFOs,2017-somewhere-in-the-skies-episode-13,podcast_episode,fail,pass,fail,fail,yes,40,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #13 — Mike Damante: Punk Rock and UFOs scores 40/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #14 — Jeremy Corbell: UFOs as a Clockwork Orange,2017-somewhere-in-the-skies-episode-14,podcast_episode,fail,pass,fail,fail,yes,39,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #14 — Jeremy Corbell: UFOs as a Clockwork Orange scores 39/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #15 — David Jenkins: People of Earth,2017-somewhere-in-the-skies-episode-15,podcast_episode,fail,pass,fail,fail,yes,39,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #15 — David Jenkins: People of Earth scores 39/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #16 — Sammy Waisanen: The Howl Horror Program and Fire in the Sky,2017-somewhere-in-the-skies-episode-16,podcast_episode,fail,pass,fail,fail,yes,41,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #16 — Sammy Waisanen: The Howl Horror Program and Fire in the Sky scores 41/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
"Somewhere in the Skies Episode #17 — Peter Robbins: Imagery, Reality, and UFOs: Sorting Truth From Fiction",2017-somewhere-in-the-skies-episode-17,podcast_episode,borderline,pass,fail,fail,yes,46,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,"Somewhere in the Skies Episode #17 — Peter Robbins: Imagery, Reality, and UFOs: Sorting Truth From Fiction scores 46/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.",Recommend reduced destination prominence,pending
"Somewhere in the Skies Episode #18 — MJ Banias: Whiskey, UFOs, and Shaking the ET Hypothesis",2017-somewhere-in-the-skies-episode-18,podcast_episode,borderline,pass,fail,fail,yes,45,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,"Somewhere in the Skies Episode #18 — MJ Banias: Whiskey, UFOs, and Shaking the ET Hypothesis scores 45/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.",Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #19 — Ben Mezrich: The 37th Parallel,2017-somewhere-in-the-skies-episode-19,podcast_episode,fail,pass,fail,fail,yes,43,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #19 — Ben Mezrich: The 37th Parallel scores 43/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
"Somewhere in the Skies Episode #2 — Micah Hanks: Building a Better UFOlogy | Truth, Myths & the Future of UAP Research",2017-somewhere-in-the-skies-episode-2,podcast_episode,borderline,pass,fail,fail,yes,47,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,"Somewhere in the Skies Episode #2 — Micah Hanks: Building a Better UFOlogy | Truth, Myths & the Future of UAP Research scores 47/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.",Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #20 — Spooked in Nova Scotia: A Paranormal Roundtable,2017-somewhere-in-the-skies-episode-20,podcast_episode,fail,pass,fail,fail,yes,38,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #20 — Spooked in Nova Scotia: A Paranormal Roundtable scores 38/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
"Somewhere in the Skies Episode #21 — Jason McClellan: Beers, Ghosts, and UFOs",2017-somewhere-in-the-skies-episode-21,podcast_episode,fail,pass,fail,fail,yes,39,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,"Somewhere in the Skies Episode #21 — Jason McClellan: Beers, Ghosts, and UFOs scores 39/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.",Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #22 — Mike Clelland: The Messengers,2017-somewhere-in-the-skies-episode-22,podcast_episode,fail,pass,fail,fail,yes,43,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #22 — Mike Clelland: The Messengers scores 43/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #23 — The Truth Is Out There with the Guilty Pleasure Podcast,2017-somewhere-in-the-skies-episode-23,podcast_episode,fail,pass,fail,fail,yes,42,Supporting Entity,0 inbound; 4 outbound; 4 related entities; 1 references,Somewhere in the Skies Episode #23 — The Truth Is Out There with the Guilty Pleasure Podcast scores 42/100. only 4 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #24 — Chris Garetano: Dark Files and the Montauk Project,2017-somewhere-in-the-skies-episode-24,podcast_episode,borderline,pass,fail,fail,yes,46,Supporting Entity,0 inbound; 6 outbound; 6 related entities; 1 references,Somewhere in the Skies Episode #24 — Chris Garetano: Dark Files and the Montauk Project scores 46/100. only 6 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
Somewhere in the Skies Episode #25 — Seth Breedlove: Invasion on Chestnut Ridge,2017-somewhere-in-the-skies-episode-25,podcast_episode,fail,pass,fail,fail,yes,44,Supporting Entity,0 inbound; 5 outbound; 5 related entities; 1 references,Somewhere in the Skies Episode #25 — Seth Breedlove: Invasion on Chestnut Ridge scores 44/100. only 5 neighboring entities and 3 relationship types currently converge here; the entity has enough descriptive and sourced material to support standalone research; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Somewhere in the Skies.,Recommend reduced destination prominence,pending
