Destination Topic,Podcast Series,Episode Number,Episode Title,Episode ID,Current Topic Coverage Summary,Current Topic Strengths,Current Topic Gaps,Researcher Benefit Assessment,Topic Improvement Assessment,Unique Contribution Assessment,Coverage Gap Filled,Complementary Coverage Assessment,Redundancy Assessment,Topic Coverage Score,Improvement Category,Subject Relevance Test,Research Value Test,Case Inheritance Test,Research Value Explanation,Confidence Level,Final Recommendation,Human Decision,Reviewer Notes
Historical UFO Cases,WEAPONIZED,103,"WEAPONIZED Episode #103 — 2025 Year in Review — Progress, Evidence, and Pushback",2026-weaponized-episode-103,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique witness; unique evidence,missing podcast series; witness/investigator diversity; organization/investigation coverage; chronology; recognized Case coverage,Adds complementary perspective,No material redundancy identified,85,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Improves chronology; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Roswell Incident; it contributes unique witness, unique evidence; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage. Topic Coverage Score 85/100 indicates material improvement. The candidate contributes unique witness, unique evidence; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,104,WEAPONIZED Episode #104 — Nazca Mummies — Scientific Criticism and Evidence Tampering,2026-weaponized-episode-104,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique evidence; technical analysis,missing podcast series; witness/investigator diversity; recognized Case coverage,Adds complementary perspective,No material redundancy identified,73,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Nazca Mummies; it contributes unique evidence, technical analysis; it fills gaps in missing podcast series, witness/investigator diversity, recognized Case coverage. Topic Coverage Score 73/100 indicates material improvement. The candidate contributes unique evidence, technical analysis; it fills missing podcast series, witness/investigator diversity, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,105,WEAPONIZED Episode #105 — James Fox — New Varginha Witnesses and the Continuing Cover-Up,2026-weaponized-episode-105,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique witness; unique investigator; unique evidence; historical context; primary-source discussion,missing podcast series; witness/investigator diversity; organization/investigation coverage; chronology; recognized Case coverage,Adds complementary perspective,No material redundancy identified,93,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Improves chronology; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique witness, unique investigator, unique evidence; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage. Topic Coverage Score 93/100 indicates material improvement. The candidate contributes unique witness, unique investigator, unique evidence; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage.",high,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,106,WEAPONIZED Episode #106 — Ryan “Neo” Bodenheimer — Four Pilot UAP Encounters,2026-weaponized-episode-106,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique evidence,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,73,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique evidence; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 73/100 indicates material improvement. The candidate contributes unique evidence; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",high,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,107,"WEAPONIZED Episode #107 — Soviet UFO Programs — SETKA, Thread 3, and Nuclear Incursions",2026-weaponized-episode-107,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator; unique evidence; technical analysis; primary-source discussion,missing podcast series; witness/investigator diversity; organization/investigation coverage; chronology; recognized Case coverage,Adds complementary perspective,No material redundancy identified,90,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Improves chronology; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Nuclear Facility Uap Incidents; it contributes unique investigator, unique evidence, technical analysis; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage. Topic Coverage Score 90/100 indicates material improvement. The candidate contributes unique investigator, unique evidence, technical analysis; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage.",high,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,108,WEAPONIZED Episode #108 — Syria UAP Video — Apparent Instantaneous Acceleration,2026-weaponized-episode-108,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique evidence; technical analysis,missing podcast series; witness/investigator diversity; organization/investigation coverage; chronology; recognized Case coverage,Adds complementary perspective,No material redundancy identified,83,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Improves chronology; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique evidence, technical analysis; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage. Topic Coverage Score 83/100 indicates material improvement. The candidate contributes unique evidence, technical analysis; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,109,"WEAPONIZED Episode #109 — Bob Lazar in Austin, Syria UAP Debate, and Area 51 Access",2026-weaponized-episode-109,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator,missing podcast series; witness/investigator diversity; organization/investigation coverage; chronology; recognized Case coverage,Adds complementary perspective,No material redundancy identified,83,Broadens topic coverage; Deepens existing research; Adds unique witness; Adds unique investigator; Improves chronology; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Area 51; it contributes unique investigator; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage. Topic Coverage Score 83/100 indicates material improvement. The candidate contributes unique investigator; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage.",medium,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,110,WEAPONIZED Episode #110 — Chris Sharp — Former AARO Deputy Director Describes Unexplained Cases,2026-weaponized-episode-110,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator; unique evidence,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,82,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Kona Blue Proposed UAP Program; it contributes unique investigator, unique evidence; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 82/100 indicates material improvement. The candidate contributes unique investigator, unique evidence; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",medium,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,111,WEAPONIZED Episode #111 — Lenval Logan — UAP Task Force Analysis and Better Classified Evidence,2026-weaponized-episode-111,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator; unique evidence; technical analysis,missing podcast series; witness/investigator diversity; organization/investigation coverage; chronology; recognized Case coverage,Adds complementary perspective,No material redundancy identified,93,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Improves chronology; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Calvine Ufo; it contributes unique investigator, unique evidence, technical analysis; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage. Topic Coverage Score 93/100 indicates material improvement. The candidate contributes unique investigator, unique evidence, technical analysis; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, chronology, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,112,WEAPONIZED Episode #112 — Eric Burlison — Classified Site Visit and Congressional UAP Oversight,2026-weaponized-episode-112,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique witness; unique evidence; primary-source discussion,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,78,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique witness, unique evidence, primary-source discussion; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 78/100 indicates material improvement. The candidate contributes unique witness, unique evidence, primary-source discussion; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,113,WEAPONIZED Episode #113 — Matthew Brown Exposes How Whistleblowers Are Being Set Up,2026-weaponized-episode-113,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator; unique evidence,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,76,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique investigator, unique evidence; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 76/100 indicates material improvement. The candidate contributes unique investigator, unique evidence; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,114,"WEAPONIZED Episode #114 — Dr. James Lacatski — This Is UFO Disclosure, As Far As It Can Go",2026-weaponized-episode-114,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator; unique evidence; historical context,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,79,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Improves chronology; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique investigator, unique evidence, historical context; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 79/100 indicates material improvement. The candidate contributes unique investigator, unique evidence, historical context; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",high,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,115,WEAPONIZED Episode #115 — A New Chapter in the Bob Lazar Saga,2026-weaponized-episode-115,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator; unique evidence; technical analysis; primary-source discussion,missing podcast series; witness/investigator diversity; recognized Case coverage,Adds complementary perspective,No material redundancy identified,73,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Area 51; it contributes unique investigator, unique evidence, technical analysis; it fills gaps in missing podcast series, witness/investigator diversity, recognized Case coverage. Topic Coverage Score 73/100 indicates material improvement. The candidate contributes unique investigator, unique evidence, technical analysis; it fills missing podcast series, witness/investigator diversity, recognized Case coverage.",high,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,116,WEAPONIZED Episode #116 — UAP Transparency at the National Space Symposium,2026-weaponized-episode-116,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique witness; unique evidence; primary-source discussion,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,80,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique witness, unique evidence, primary-source discussion; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 80/100 indicates material improvement. The candidate contributes unique witness, unique evidence, primary-source discussion; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,117,"WEAPONIZED Episode #117 — Federal UFO Files, Public Expectations, and Sleeping Dog",2026-weaponized-episode-117,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique investigator; unique evidence; primary-source discussion,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,78,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Adds unique investigator; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique investigator, unique evidence, primary-source discussion; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 78/100 indicates material improvement. The candidate contributes unique investigator, unique evidence, primary-source discussion; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,118,WEAPONIZED Episode #118 — Dylan Borland on the Costs of Coming Forward,2026-weaponized-episode-118,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique witness; unique investigator; primary-source discussion,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,79,Broadens topic coverage; Deepens existing research; Adds unique witness; Adds unique investigator; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique witness, unique investigator, primary-source discussion; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 79/100 indicates material improvement. The candidate contributes unique witness, unique investigator, primary-source discussion; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",high,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,119,WEAPONIZED Episode #119 — The Price Paid by UAP Whistleblowers,2026-weaponized-episode-119,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique witness; unique evidence; primary-source discussion,missing podcast series; witness/investigator diversity; organization/investigation coverage; recognized Case coverage,Adds complementary perspective,No material redundancy identified,80,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique witness, unique evidence, primary-source discussion; it fills gaps in missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage. Topic Coverage Score 80/100 indicates material improvement. The candidate contributes unique witness, unique evidence, primary-source discussion; it fills missing podcast series, witness/investigator diversity, organization/investigation coverage, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,120,WEAPONIZED Episode #120 — Whitley Strieber — Transformation 2026 and the Meaning of Close Encounters,2026-weaponized-episode-120,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique witness,missing podcast series; witness/investigator diversity; document coverage; chronology; recognized Case coverage,Adds complementary perspective,No material redundancy identified,82,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Improves chronology; Strengthens cross-series research; Fills research gap,pass,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique witness; it fills gaps in missing podcast series, witness/investigator diversity, document coverage, chronology, recognized Case coverage. Topic Coverage Score 82/100 indicates material improvement. The candidate contributes unique witness; it fills missing podcast series, witness/investigator diversity, document coverage, chronology, recognized Case coverage.",high,recommend_approval,pending,
Historical UFO Cases,WEAPONIZED,74,WEAPONIZED Episode #74 — Matthew Brown Part 1: Immaculate Constellation,weaponized-matthew-brown-part-1,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique evidence; historical context,missing podcast series; witness/investigator diversity; recognized Case coverage,Adds complementary perspective,No material redundancy identified,69,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Improves chronology; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique evidence, historical context; it fills gaps in missing podcast series, witness/investigator diversity, recognized Case coverage. Topic Coverage Score 69/100 indicates material improvement. The candidate contributes unique evidence, historical context; it fills missing podcast series, witness/investigator diversity, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,75,WEAPONIZED Episode #75 — Matthew Brown Part 2: Immaculate Constellation,weaponized-matthew-brown-part-2,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique evidence; historical context; primary-source discussion,missing podcast series; witness/investigator diversity; recognized Case coverage,Adds complementary perspective,No material redundancy identified,72,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Improves chronology; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique evidence, historical context, primary-source discussion; it fills gaps in missing podcast series, witness/investigator diversity, recognized Case coverage. Topic Coverage Score 72/100 indicates material improvement. The candidate contributes unique evidence, historical context, primary-source discussion; it fills missing podcast series, witness/investigator diversity, recognized Case coverage.",low,do_not_recommend,pending,
Historical UFO Cases,WEAPONIZED,76,WEAPONIZED Episode #76 — Matthew Brown Part 3: Immaculate Constellation,weaponized-matthew-brown-part-3,10 existing related entities; 10 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology; limited recognized Case entity coverage",yes,material improvement,unique evidence; historical context,missing podcast series; witness/investigator diversity; recognized Case coverage,Adds complementary perspective,No material redundancy identified,69,Broadens topic coverage; Deepens existing research; Adds unique evidence; Adds unique witness; Improves chronology; Strengthens cross-series research; Fills research gap,fail,pass,pass,"This episode broadens and deepens the Historical UFO Cases destination topic. It is already connected to 2017 Iraq Jellyfish UAP Incident, Skinwalker Ranch; it contributes unique evidence, historical context; it fills gaps in missing podcast series, witness/investigator diversity, recognized Case coverage. Topic Coverage Score 69/100 indicates material improvement. The candidate contributes unique evidence, historical context; it fills missing podcast series, witness/investigator diversity, recognized Case coverage.",low,do_not_recommend,pending,
Witness Accounts,Somewhere in the Skies,11,"Somewhere in the Skies Episode #11 — Erica Lukes: Dugway, Skinwalker Ranch, and UFOs over Utah",2017-somewhere-in-the-skies-episode-11,11 existing related entities; 11 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology",no,little additional improvement,unique witness; unique investigator; unique evidence; historical context,,No clear complementary contribution,Primarily redundant,0,Adds unique evidence; Adds unique witness; Adds unique investigator; Improves chronology; Primarily redundant,pass,fail,not_applicable,"This episode does not materially expand the Witness Accounts destination topic. it contributes unique witness, unique investigator, unique evidence; however, substantial existing coverage makes it primarily redundant. Topic Coverage Score 0/100 indicates little additional improvement. The candidate contributes unique witness, unique investigator, unique evidence; it fills no identified coverage gap.",low,do_not_recommend,pending,
Witness Accounts,Somewhere in the Skies,19,Somewhere in the Skies Episode #19 — Ben Mezrich: The 37th Parallel,2017-somewhere-in-the-skies-episode-19,11 existing related entities; 11 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology",no,little additional improvement,unique witness; unique investigator; unique evidence; historical context,,No clear complementary contribution,Primarily redundant,0,Adds unique evidence; Adds unique witness; Adds unique investigator; Improves chronology; Primarily redundant,pass,fail,not_applicable,"This episode does not materially expand the Witness Accounts destination topic. it contributes unique witness, unique investigator, unique evidence; however, substantial existing coverage makes it primarily redundant. Topic Coverage Score 0/100 indicates little additional improvement. The candidate contributes unique witness, unique investigator, unique evidence; it fills no identified coverage gap.",low,do_not_recommend,pending,
Witness Accounts,Somewhere in the Skies,24,Somewhere in the Skies Episode #24 — Chris Garetano: Dark Files and the Montauk Project,2017-somewhere-in-the-skies-episode-24,11 existing related entities; 11 episodes across 1 podcast series; 0 recognized cases; 0 linked people; 0 documents; 0 organizations; 1 explicit years.,established content base,"missing podcast series: MERGED, Need to Know, WEAPONIZED; limited witness/investigator diversity; limited document coverage; limited organization/investigation coverage; limited explicit chronology",no,little additional improvement,unique witness; unique investigator; unique evidence; historical context,,No clear complementary contribution,Primarily redundant,0,Adds unique evidence; Adds unique witness; Adds unique investigator; Improves chronology; Primarily redundant,pass,fail,not_applicable,"This episode does not materially expand the Witness Accounts destination topic. it contributes unique witness, unique investigator, unique evidence; however, substantial existing coverage makes it primarily redundant. Topic Coverage Score 0/100 indicates little additional improvement. The candidate contributes unique witness, unique investigator, unique evidence; it fills no identified coverage gap.",low,do_not_recommend,pending,
