Entity Name,Entity ID,Entity Type,Curator-Approved Entity Type,Destination Eligibility,Destination Tier,Navigation Prominence,Entity-Type Baseline,Entity Worthiness Score,Entity-Type Percentile,Research Value Narrative,Supporting Evidence,Justification,Human Recommendation,Human Decision
Classification,classification,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,63,87.5,"Classification is evaluated against the topic baseline. It has 13 related entities, 2 relationship types, 0 source or official-link references, and a type-weighted score of 63/100.",13 inbound; 0 outbound; 13 related entities; 0 references,"Classification is evaluated against the topic baseline. It has 13 related entities, 2 relationship types, 0 source or official-link references, and a type-weighted score of 63/100.",Recommend destination status,pending
Classified Programs,classified-programs,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,30,17.5,"Classified Programs is evaluated against the topic baseline. It has 4 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 30/100. Current evidence does not yet establish sufficient independent destination value.",4 inbound; 0 outbound; 4 related entities; 0 references,"Classified Programs is evaluated against the topic baseline. It has 4 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 30/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Close Encounters,close-encounters,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,36,26.2,"Close Encounters is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 36/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Close Encounters is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 36/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Congressional Oversight,congressional-oversight,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,63,88.8,"Congressional Oversight is evaluated against the topic baseline. It has 47 related entities, 5 relationship types, 0 source or official-link references, and a type-weighted score of 63/100.",47 inbound; 0 outbound; 47 related entities; 0 references,"Congressional Oversight is evaluated against the topic baseline. It has 47 related entities, 5 relationship types, 0 source or official-link references, and a type-weighted score of 63/100.",Recommend destination status,pending
Consciousness,consciousness,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,30,18.8,"Consciousness is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 30/100. Current evidence does not yet establish sufficient independent destination value.",0 inbound; 0 outbound; 0 related entities; 0 references,"Consciousness is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 30/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Contact in the Desert,contact-in-the-desert,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,43,52.5,"Contact in the Desert is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 43/100. Current evidence does not yet establish sufficient independent destination value.",2 inbound; 0 outbound; 2 related entities; 0 references,"Contact in the Desert is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 43/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Counterintelligence,counterintelligence,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,41,43.8,"Counterintelligence is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 41/100. Current evidence does not yet establish sufficient independent destination value.",2 inbound; 0 outbound; 2 related entities; 1 references,"Counterintelligence is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 41/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Crash Retrievals,crash-retrievals,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,48,58.8,"Crash Retrievals is evaluated against the topic baseline. It has 6 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 48/100. Current evidence does not yet establish sufficient independent destination value.",6 inbound; 0 outbound; 6 related entities; 1 references,"Crash Retrievals is evaluated against the topic baseline. It has 6 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 48/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Crop Circle Investigations,crop-circle-investigations,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,44,53.8,"Crop Circle Investigations is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 44/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 1 references,"Crop Circle Investigations is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 44/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Disinformation,disinformation,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,37,30.0,"Disinformation is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 1 references,"Disinformation is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Eglin Air Force Base UAP,eglin-air-force-base-uap,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,48,60.0,"Eglin Air Force Base UAP is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 48/100. Current evidence does not yet establish sufficient independent destination value.",2 inbound; 0 outbound; 2 related entities; 2 references,"Eglin Air Force Base UAP is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 48/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Extraterrestrial Hypothesis,extraterrestrial-hypothesis,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,36,27.5,"Extraterrestrial Hypothesis is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 36/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Extraterrestrial Hypothesis is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 36/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Film and Television,film-and-television,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,31,20.0,"Film and Television is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 31/100. Current evidence does not yet establish sufficient independent destination value.",0 inbound; 0 outbound; 0 related entities; 0 references,"Film and Television is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 31/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Five Observables,five-observables,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,23,1.2,"Five Observables is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Five Observables is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Government Disclosure,government-disclosure,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,35,23.8,"Government Disclosure is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 35/100. Current evidence does not yet establish sufficient independent destination value.",0 inbound; 0 outbound; 0 related entities; 0 references,"Government Disclosure is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 35/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Government Transparency,government-transparency,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,66,93.8,"Government Transparency is evaluated against the topic baseline. It has 164 related entities, 7 relationship types, 0 source or official-link references, and a type-weighted score of 66/100.",164 inbound; 0 outbound; 164 related entities; 0 references,"Government Transparency is evaluated against the topic baseline. It has 164 related entities, 7 relationship types, 0 source or official-link references, and a type-weighted score of 66/100.",Recommend destination status,pending
High Strangeness,high-strangeness,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,47,57.5,"High Strangeness is evaluated against the topic baseline. It has 7 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 47/100. Current evidence does not yet establish sufficient independent destination value.",7 inbound; 0 outbound; 7 related entities; 0 references,"High Strangeness is evaluated against the topic baseline. It has 7 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 47/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Historical UFO Cases,historical-ufo-cases,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,57,76.2,"Historical UFO Cases is evaluated against the topic baseline. It has 10 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 57/100.",10 inbound; 0 outbound; 10 related entities; 0 references,"Historical UFO Cases is evaluated against the topic baseline. It has 10 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 57/100.",Recommend destination status,pending
Historical UFO Research,historical-ufo-research,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,67,97.5,"Historical UFO Research is evaluated against the topic baseline. It has 24 related entities, 2 relationship types, 0 source or official-link references, and a type-weighted score of 67/100.",24 inbound; 0 outbound; 24 related entities; 0 references,"Historical UFO Research is evaluated against the topic baseline. It has 24 related entities, 2 relationship types, 0 source or official-link references, and a type-weighted score of 67/100.",Recommend destination status,pending
Hitchhiker Effect,hitchhiker-effect,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,37,31.2,"Hitchhiker Effect is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 1 references,"Hitchhiker Effect is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Human Encounter Research,human-encounter-research,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,50,62.5,"Human Encounter Research is evaluated against the topic baseline. It has 3 related entities, 2 relationship types, 1 source or official-link references, and a type-weighted score of 50/100. Current evidence does not yet establish sufficient independent destination value.",3 inbound; 1 outbound; 3 related entities; 1 references,"Human Encounter Research is evaluated against the topic baseline. It has 3 related entities, 2 relationship types, 1 source or official-link references, and a type-weighted score of 50/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Immaculate Constellation,immaculate-constellation,topic,No,Qualifies as a destination,Tier 1 — Core Research Destination,Featured Research Gateway,topic,79,100.0,"Immaculate Constellation is evaluated against the topic baseline. It has 15 related entities, 5 relationship types, 0 source or official-link references, and a type-weighted score of 79/100.",13 inbound; 2 outbound; 15 related entities; 0 references,"Immaculate Constellation is evaluated against the topic baseline. It has 15 related entities, 5 relationship types, 0 source or official-link references, and a type-weighted score of 79/100.",Recommend destination status,pending
Instantaneous Acceleration,instantaneous-acceleration,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,23,2.5,"Instantaneous Acceleration is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Instantaneous Acceleration is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Investigators and Researchers,investigators-and-researchers,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,58,77.5,"Investigators and Researchers is evaluated against the topic baseline. It has 14 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 58/100.",14 inbound; 0 outbound; 14 related entities; 0 references,"Investigators and Researchers is evaluated against the topic baseline. It has 14 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 58/100.",Recommend destination status,pending
Kona Blue,kona-blue,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,37,32.5,"Kona Blue is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 1 references,"Kona Blue is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Legacy UAP Programs,legacy-uap-programs,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,53,70.0,"Legacy UAP Programs is evaluated against the topic baseline. It has 3 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 53/100. Current evidence does not yet establish sufficient independent destination value.",3 inbound; 0 outbound; 3 related entities; 2 references,"Legacy UAP Programs is evaluated against the topic baseline. It has 3 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 53/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
McMinnville UFO Festival,mcminnville-ufo-festival,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,40,38.8,"McMinnville UFO Festival is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 40/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"McMinnville UFO Festival is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 40/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Media and Popular Culture,media-and-popular-culture,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,55,71.2,"Media and Popular Culture is evaluated against the topic baseline. It has 12 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 55/100.",12 inbound; 0 outbound; 12 related entities; 0 references,"Media and Popular Culture is evaluated against the topic baseline. It has 12 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 55/100.",Recommend destination status,pending
Media Coverage,media-coverage,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,65,91.2,"Media Coverage is evaluated against the topic baseline. It has 63 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 65/100.",63 inbound; 0 outbound; 63 related entities; 1 references,"Media Coverage is evaluated against the topic baseline. It has 63 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 65/100.",Recommend destination status,pending
Military and Aviation Encounters,military-aviation-encounters,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,35,25.0,"Military and Aviation Encounters is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 35/100. Current evidence does not yet establish sufficient independent destination value.",0 inbound; 0 outbound; 0 related entities; 0 references,"Military and Aviation Encounters is evaluated against the topic baseline. It has 0 related entities, 0 relationship types, 0 source or official-link references, and a type-weighted score of 35/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Military Pilot Uap Encounters,military-pilot-uap-encounters,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,27,8.8,"Military Pilot Uap Encounters is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Military Pilot Uap Encounters is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Military Secrecy,military-secrecy,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,41,45.0,"Military Secrecy is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 41/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 1 references,"Military Secrecy is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 41/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Military Sensor Data,military-sensor-data,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,27,10.0,"Military Sensor Data is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Military Sensor Data is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Military UAP Witnesses,military-uap-witnesses,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,34,22.5,"Military UAP Witnesses is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 34/100. Current evidence does not yet establish sufficient independent destination value.",2 inbound; 0 outbound; 2 related entities; 2 references,"Military UAP Witnesses is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 34/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Missing 411,missing-411,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,37,33.8,"Missing 411 is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 1 references,"Missing 411 is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Mystery Drone Incursions,mystery-drone-incursions,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,51,66.2,"Mystery Drone Incursions is evaluated against the topic baseline. It has 3 related entities, 2 relationship types, 1 source or official-link references, and a type-weighted score of 51/100. Current evidence does not yet establish sufficient independent destination value.",3 inbound; 1 outbound; 3 related entities; 1 references,"Mystery Drone Incursions is evaluated against the topic baseline. It has 3 related entities, 2 relationship types, 1 source or official-link references, and a type-weighted score of 51/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Mystery Drones,mystery-drones,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,41,46.2,"Mystery Drones is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 41/100. Current evidence does not yet establish sufficient independent destination value.",2 inbound; 0 outbound; 2 related entities; 1 references,"Mystery Drones is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 41/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
National Security Secrecy,national-security-secrecy,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,42,50.0,"National Security Secrecy is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 42/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 2 references,"National Security Secrecy is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 42/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
National Space Symposium,national-space-symposium,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,40,40.0,"National Space Symposium is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 40/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"National Space Symposium is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 40/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Non-Human Intelligence,non-human-intelligence,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,37,35.0,"Non-Human Intelligence is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Non-Human Intelligence is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Paranormal Phenomena,paranormal-phenomena,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,37,36.2,"Paranormal Phenomena is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Paranormal Phenomena is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Public Disclosure,public-disclosure,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,56,73.8,"Public Disclosure is evaluated against the topic baseline. It has 8 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 56/100.",8 inbound; 0 outbound; 8 related entities; 0 references,"Public Disclosure is evaluated against the topic baseline. It has 8 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 56/100.",Recommend destination status,pending
Research Integrity,research-integrity,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,27,11.2,"Research Integrity is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Research Integrity is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Reverse Engineering,reverse-engineering,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,46,56.2,"Reverse Engineering is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 46/100. Current evidence does not yet establish sufficient independent destination value.",2 inbound; 0 outbound; 2 related entities; 2 references,"Reverse Engineering is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 46/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
S4 Papoose Lake,s4-papoose-lake,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,23,3.8,"S4 Papoose Lake is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"S4 Papoose Lake is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Sasquatch,sasquatch,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,37,37.5,"Sasquatch is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 1 references,"Sasquatch is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 1 source or official-link references, and a type-weighted score of 37/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Scientific Evidence,scientific-evidence,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,27,12.5,"Scientific Evidence is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Scientific Evidence is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 27/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
Scientific Investigation,scientific-investigation,topic,No,Qualifies as a destination,Tier 2 — Research Destination,Frequently Recommended,topic,66,95.0,"Scientific Investigation is evaluated against the topic baseline. It has 50 related entities, 5 relationship types, 0 source or official-link references, and a type-weighted score of 66/100.",50 inbound; 0 outbound; 50 related entities; 0 references,"Scientific Investigation is evaluated against the topic baseline. It has 50 related entities, 5 relationship types, 0 source or official-link references, and a type-weighted score of 66/100.",Recommend destination status,pending
Security Clearance Retaliation,security-clearance-retaliation,topic,No,Better represented as supporting knowledge or metadata,Tier 3 — Supporting Knowledge Object,Contextual Discovery,topic,45,55.0,"Security Clearance Retaliation is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 45/100. Current evidence does not yet establish sufficient independent destination value.",2 inbound; 0 outbound; 2 related entities; 2 references,"Security Clearance Retaliation is evaluated against the topic baseline. It has 2 related entities, 1 relationship types, 2 source or official-link references, and a type-weighted score of 45/100. Current evidence does not yet establish sufficient independent destination value.",Review as supporting knowledge object,pending
Setka Program,setka-program,topic,No,Better represented as supporting knowledge or metadata,Tier 4 — Contextual Metadata,Contextual Discovery,topic,23,5.0,"Setka Program is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",1 inbound; 0 outbound; 1 related entities; 0 references,"Setka Program is evaluated against the topic baseline. It has 1 related entities, 1 relationship types, 0 source or official-link references, and a type-weighted score of 23/100. Current evidence does not yet establish sufficient independent destination value.",Review as contextual metadata,pending
